"from_airport";"to_airport";"departure_time";"arrival_time";"flight_number";"price"
"Milan";"London";2017-09-19 13:29:00;2017-09-19 15:59:00;"FN373";14925
"London";"Prague";2017-09-19 14:35:00;2017-09-19 17:05:00;"FN277";3074
"Vienna";"Prague";2017-09-19 21:59:00;2017-09-20 00:29:00;"FN310";3641
"Milan";"Prague";2017-09-19 10:07:00;2017-09-19 12:37:00;"FN267";5085
"London";"Vienna";2017-09-19 06:52:00;2017-09-19 09:22:00;"FN338";11675
"Prague";"Vienna";2017-09-19 12:31:00;2017-09-19 15:01:00;"FN389";4639
"Milan";"Vienna";2017-09-19 18:18:00;2017-09-19 20:48:00;"FN343";9254
"London";"Milan";2017-09-19 20:45:00;2017-09-19 23:15:00;"FN356";3724
"Prague";"Milan";2017-09-19 08:16:00;2017-09-19 10:46:00;"FN363";16620
"Vienna";"Milan";2017-09-19 11:28:00;2017-09-19 13:58:00;"FN299";9136
"Prague";"London";2017-09-20 17:56:00;2017-09-20 20:26:00;"FN297";4957
"Vienna";"London";2017-09-20 15:37:00;2017-09-20 18:07:00;"FN367";2100
"Milan";"London";2017-09-20 13:29:00;2017-09-20 15:59:00;"FN373";6097
"London";"Prague";2017-09-20 14:35:00;2017-09-20 17:05:00;"FN277";14623
"Vienna";"Prague";2017-09-20 21:59:00;2017-09-21 00:29:00;"FN310";15852
"Milan";"Prague";2017-09-20 10:07:00;2017-09-20 12:37:00;"FN267";6551
"London";"Vienna";2017-09-20 06:52:00;2017-09-20 09:22:00;"FN338";7183
"Prague";"Vienna";2017-09-20 12:31:00;2017-09-20 15:01:00;"FN389";7779
"Milan";"Vienna";2017-09-20 18:18:00;2017-09-20 20:48:00;"FN343";7134
"London";"Milan";2017-09-20 20:45:00;2017-09-20 23:15:00;"FN356";1505
"Prague";"Milan";2017-09-20 08:16:00;2017-09-20 10:46:00;"FN363";7274
"Vienna";"Milan";2017-09-20 11:28:00;2017-09-20 13:58:00;"FN299";5363
"Prague";"London";2017-09-21 17:56:00;2017-09-21 20:26:00;"FN297";11812
"Vienna";"London";2017-09-21 15:37:00;2017-09-21 18:07:00;"FN367";23140
"Milan";"London";2017-09-21 13:29:00;2017-09-21 15:59:00;"FN373";3837
"London";"Prague";2017-09-21 14:35:00;2017-09-21 17:05:00;"FN277";11567
"Vienna";"Prague";2017-09-21 21:59:00;2017-09-22 00:29:00;"FN310";8758
"Milan";"Prague";2017-09-21 10:07:00;2017-09-21 12:37:00;"FN267";8769
"London";"Vienna";2017-09-21 06:52:00;2017-09-21 09:22:00;"FN338";14472
"Prague";"Vienna";2017-09-21 12:31:00;2017-09-21 15:01:00;"FN389";12377
"Milan";"Vienna";2017-09-21 18:18:00;2017-09-21 20:48:00;"FN343";17188
"London";"Milan";2017-09-21 20:45:00;2017-09-21 23:15:00;"FN356";2725
"Prague";"Milan";2017-09-21 08:16:00;2017-09-21 10:46:00;"FN363";6581
"Vienna";"Milan";2017-09-21 11:28:00;2017-09-21 13:58:00;"FN299";7028
"Prague";"London";2017-09-22 17:56:00;2017-09-22 20:26:00;"FN297";9451
"Vienna";"London";2017-09-22 15:37:00;2017-09-22 18:07:00;"FN367";9856
"Milan";"London";2017-09-22 13:29:00;2017-09-22 15:59:00;"FN373";6296
"London";"Prague";2017-09-22 14:35:00;2017-09-22 17:05:00;"FN277";6036
"Vienna";"Prague";2017-09-22 21:59:00;2017-09-23 00:29:00;"FN310";5593
"Milan";"Prague";2017-09-22 10:07:00;2017-09-22 12:37:00;"FN267";4589
"London";"Vienna";2017-09-22 06:52:00;2017-09-22 09:22:00;"FN338";14738
"Prague";"Vienna";2017-09-22 12:31:00;2017-09-22 15:01:00;"FN389";16639
"Milan";"Vienna";2017-09-22 18:18:00;2017-09-22 20:48:00;"FN343";14035
"London";"Milan";2017-09-22 20:45:00;2017-09-22 23:15:00;"FN356";8502
"Prague";"Milan";2017-09-22 08:16:00;2017-09-22 10:46:00;"FN363";6705
"Vienna";"Milan";2017-09-22 11:28:00;2017-09-22 13:58:00;"FN299";9527
"Prague";"London";2017-09-23 17:56:00;2017-09-23 20:26:00;"FN297";4692
"Vienna";"London";2017-09-23 15:37:00;2017-09-23 18:07:00;"FN367";10245
"Milan";"London";2017-09-23 13:29:00;2017-09-23 15:59:00;"FN373";6170
"London";"Prague";2017-09-23 14:35:00;2017-09-23 17:05:00;"FN277";5636
"Vienna";"Prague";2017-09-23 21:59:00;2017-09-24 00:29:00;"FN310";11136
"Milan";"Prague";2017-09-23 10:07:00;2017-09-23 12:37:00;"FN267";2943
"London";"Vienna";2017-09-23 06:52:00;2017-09-23 09:22:00;"FN338";6132
"Prague";"Vienna";2017-09-23 12:31:00;2017-09-23 15:01:00;"FN389";3939
"Milan";"Vienna";2017-09-23 18:18:00;2017-09-23 20:48:00;"FN343";3790
"London";"Milan";2017-09-23 20:45:00;2017-09-23 23:15:00;"FN356";3754
"Prague";"Milan";2017-09-23 08:16:00;2017-09-23 10:46:00;"FN363";6159
"Vienna";"Milan";2017-09-23 11:28:00;2017-09-23 13:58:00;"FN299";12392
"Prague";"London";2017-09-24 17:56:00;2017-09-24 20:26:00;"FN297";7310
"Vienna";"London";2017-09-24 15:37:00;2017-09-24 18:07:00;"FN367";11436
"Milan";"London";2017-09-24 13:29:00;2017-09-24 15:59:00;"FN373";14722
"London";"Prague";2017-09-24 14:35:00;2017-09-24 17:05:00;"FN277";6643
"Vienna";"Prague";2017-09-24 21:59:00;2017-09-25 00:29:00;"FN310";14476
"Milan";"Prague";2017-09-24 10:07:00;2017-09-24 12:37:00;"FN267";10372
"London";"Vienna";2017-09-24 06:52:00;2017-09-24 09:22:00;"FN338";8743
"Prague";"Vienna";2017-09-24 12:31:00;2017-09-24 15:01:00;"FN389";6235
"Milan";"Vienna";2017-09-24 18:18:00;2017-09-24 20:48:00;"FN343";19484
"London";"Milan";2017-09-24 20:45:00;2017-09-24 23:15:00;"FN356";2614
"Prague";"Milan";2017-09-24 08:16:00;2017-09-24 10:46:00;"FN363";3271
"Vienna";"Milan";2017-09-24 11:28:00;2017-09-24 13:58:00;"FN299";9358
"Prague";"London";2017-09-25 17:56:00;2017-09-25 20:26:00;"FN297";6522
"Vienna";"London";2017-09-25 15:37:00;2017-09-25 18:07:00;"FN367";4383
"Milan";"London";2017-09-25 13:29:00;2017-09-25 15:59:00;"FN373";8849
"London";"Prague";2017-09-25 14:35:00;2017-09-25 17:05:00;"FN277";3221
"Vienna";"Prague";2017-09-25 21:59:00;2017-09-26 00:29:00;"FN310";5822
"Milan";"Prague";2017-09-25 10:07:00;2017-09-25 12:37:00;"FN267";12104
"London";"Vienna";2017-09-25 06:52:00;2017-09-25 09:22:00;"FN338";20507
"Prague";"Vienna";2017-09-25 12:31:00;2017-09-25 15:01:00;"FN389";14008
"Milan";"Vienna";2017-09-25 18:18:00;2017-09-25 20:48:00;"FN343";3175
"London";"Milan";2017-09-25 20:45:00;2017-09-25 23:15:00;"FN356";14794
"Prague";"Milan";2017-09-25 08:16:00;2017-09-25 10:46:00;"FN363";16590
"Vienna";"Milan";2017-09-25 11:28:00;2017-09-25 13:58:00;"FN299";10525
"Prague";"London";2017-09-26 17:56:00;2017-09-26 20:26:00;"FN297";8470
"Vienna";"London";2017-09-26 15:37:00;2017-09-26 18:07:00;"FN367";7487
"Milan";"London";2017-09-26 13:29:00;2017-09-26 15:59:00;"FN373";8020
"London";"Prague";2017-09-26 14:35:00;2017-09-26 17:05:00;"FN277";4949
"Vienna";"Prague";2017-09-26 21:59:00;2017-09-27 00:29:00;"FN310";4977
"Milan";"Prague";2017-09-26 10:07:00;2017-09-26 12:37:00;"FN267";6254
"London";"Vienna";2017-09-26 06:52:00;2017-09-26 09:22:00;"FN338";12103
"Prague";"Vienna";2017-09-26 12:31:00;2017-09-26 15:01:00;"FN389";2557
"Milan";"Vienna";2017-09-26 18:18:00;2017-09-26 20:48:00;"FN343";4805
"London";"Milan";2017-09-26 20:45:00;2017-09-26 23:15:00;"FN356";5649
"Prague";"Milan";2017-09-26 08:16:00;2017-09-26 10:46:00;"FN363";11127
"Vienna";"Milan";2017-09-26 11:28:00;2017-09-26 13:58:00;"FN299";6968
"Prague";"London";2017-09-27 17:56:00;2017-09-27 20:26:00;"FN297";4130
"Vienna";"London";2017-09-27 15:37:00;2017-09-27 18:07:00;"FN367";3762
"Milan";"London";2017-09-27 13:29:00;2017-09-27 15:59:00;"FN373";12319
"London";"Prague";2017-09-27 14:35:00;2017-09-27 17:05:00;"FN277";2220
"Vienna";"Prague";2017-09-27 21:59:00;2017-09-28 00:29:00;"FN310";11671
"Milan";"Prague";2017-09-27 10:07:00;2017-09-27 12:37:00;"FN267";2311
"London";"Vienna";2017-09-27 06:52:00;2017-09-27 09:22:00;"FN338";11728
"Prague";"Vienna";2017-09-27 12:31:00;2017-09-27 15:01:00;"FN389";10489
"Milan";"Vienna";2017-09-27 18:18:00;2017-09-27 20:48:00;"FN343";9058
"London";"Milan";2017-09-27 20:45:00;2017-09-27 23:15:00;"FN356";13691
"Prague";"Milan";2017-09-27 08:16:00;2017-09-27 10:46:00;"FN363";11295
"Vienna";"Milan";2017-09-27 11:28:00;2017-09-27 13:58:00;"FN299";5685
"Prague";"London";2017-09-28 17:56:00;2017-09-28 20:26:00;"FN297";6616
"Vienna";"London";2017-09-28 15:37:00;2017-09-28 18:07:00;"FN367";7327
"Milan";"London";2017-09-28 13:29:00;2017-09-28 15:59:00;"FN373";7175
"London";"Prague";2017-09-28 14:35:00;2017-09-28 17:05:00;"FN277";2187
"Vienna";"Prague";2017-09-28 21:59:00;2017-09-29 00:29:00;"FN310";9702
"Milan";"Prague";2017-09-28 10:07:00;2017-09-28 12:37:00;"FN267";5394
"London";"Vienna";2017-09-28 06:52:00;2017-09-28 09:22:00;"FN338";4827
"Prague";"Vienna";2017-09-28 12:31:00;2017-09-28 15:01:00;"FN389";2414
"Milan";"Vienna";2017-09-28 18:18:00;2017-09-28 20:48:00;"FN343";16087
"London";"Milan";2017-09-28 20:45:00;2017-09-28 23:15:00;"FN356";7247
"Prague";"Milan";2017-09-28 08:16:00;2017-09-28 10:46:00;"FN363";4697
"Vienna";"Milan";2017-09-28 11:28:00;2017-09-28 13:58:00;"FN299";6652
"Prague";"London";2017-09-29 17:56:00;2017-09-29 20:26:00;"FN297";14109
"Vienna";"London";2017-09-29 15:37:00;2017-09-29 18:07:00;"FN367";9886
"Milan";"London";2017-09-29 13:29:00;2017-09-29 15:59:00;"FN373";2397
"London";"Prague";2017-09-29 14:35:00;2017-09-29 17:05:00;"FN277";5956
"Vienna";"Prague";2017-09-29 21:59:00;2017-09-30 00:29:00;"FN310";10332
"Milan";"Prague";2017-09-29 10:07:00;2017-09-29 12:37:00;"FN267";4242
"London";"Vienna";2017-09-29 06:52:00;2017-09-29 09:22:00;"FN338";2737
"Prague";"Vienna";2017-09-29 12:31:00;2017-09-29 15:01:00;"FN389";14480
"Milan";"Vienna";2017-09-29 18:18:00;2017-09-29 20:48:00;"FN343";2298
"London";"Milan";2017-09-29 20:45:00;2017-09-29 23:15:00;"FN356";1398
"Prague";"Milan";2017-09-29 08:16:00;2017-09-29 10:46:00;"FN363";6359
"Vienna";"Milan";2017-09-29 11:28:00;2017-09-29 13:58:00;"FN299";15144
"Prague";"London";2017-09-30 17:56:00;2017-09-30 20:26:00;"FN297";9839
"Vienna";"London";2017-09-30 15:37:00;2017-09-30 18:07:00;"FN367";11727
"Milan";"London";2017-09-30 13:29:00;2017-09-30 15:59:00;"FN373";7832
"London";"Prague";2017-09-30 14:35:00;2017-09-30 17:05:00;"FN277";6741
"Vienna";"Prague";2017-09-30 21:59:00;2017-10-01 00:29:00;"FN310";3921
"Milan";"Prague";2017-09-30 10:07:00;2017-09-30 12:37:00;"FN267";7155
"London";"Vienna";2017-09-30 06:52:00;2017-09-30 09:22:00;"FN338";9440
"Prague";"Vienna";2017-09-30 12:31:00;2017-09-30 15:01:00;"FN389";17115
"Milan";"Vienna";2017-09-30 18:18:00;2017-09-30 20:48:00;"FN343";8781
"London";"Milan";2017-09-30 20:45:00;2017-09-30 23:15:00;"FN356";7514
"Prague";"Milan";2017-09-30 08:16:00;2017-09-30 10:46:00;"FN363";13970
"Vienna";"Milan";2017-09-30 11:28:00;2017-09-30 13:58:00;"FN299";8045
"Prague";"London";2017-10-01 17:56:00;2017-10-01 20:26:00;"FN297";5407
"Vienna";"London";2017-10-01 15:37:00;2017-10-01 18:07:00;"FN367";6397
"Milan";"London";2017-10-01 13:29:00;2017-10-01 15:59:00;"FN373";6128
"London";"Prague";2017-10-01 14:35:00;2017-10-01 17:05:00;"FN277";3404
"Vienna";"Prague";2017-10-01 21:59:00;2017-10-02 00:29:00;"FN310";13113
"Milan";"Prague";2017-10-01 10:07:00;2017-10-01 12:37:00;"FN267";4073
"London";"Vienna";2017-10-01 06:52:00;2017-10-01 09:22:00;"FN338";17474
"Prague";"Vienna";2017-10-01 12:31:00;2017-10-01 15:01:00;"FN389";3007
"Milan";"Vienna";2017-10-01 18:18:00;2017-10-01 20:48:00;"FN343";12246
"London";"Milan";2017-10-01 20:45:00;2017-10-01 23:15:00;"FN356";4225
"Prague";"Milan";2017-10-01 08:16:00;2017-10-01 10:46:00;"FN363";12847
"Vienna";"Milan";2017-10-01 11:28:00;2017-10-01 13:58:00;"FN299";3155
"Prague";"London";2017-10-02 17:56:00;2017-10-02 20:26:00;"FN297";1537
"Vienna";"London";2017-10-02 15:37:00;2017-10-02 18:07:00;"FN367";6887
"Milan";"London";2017-10-02 13:29:00;2017-10-02 15:59:00;"FN373";7599
"London";"Prague";2017-10-02 14:35:00;2017-10-02 17:05:00;"FN277";12590
"Vienna";"Prague";2017-10-02 21:59:00;2017-10-03 00:29:00;"FN310";3633
"Milan";"Prague";2017-10-02 10:07:00;2017-10-02 12:37:00;"FN267";12574
"London";"Vienna";2017-10-02 06:52:00;2017-10-02 09:22:00;"FN338";13171
"Prague";"Vienna";2017-10-02 12:31:00;2017-10-02 15:01:00;"FN389";9875
"Milan";"Vienna";2017-10-02 18:18:00;2017-10-02 20:48:00;"FN343";3507
"London";"Milan";2017-10-02 20:45:00;2017-10-02 23:15:00;"FN356";4390
"Prague";"Milan";2017-10-02 08:16:00;2017-10-02 10:46:00;"FN363";20754
"Vienna";"Milan";2017-10-02 11:28:00;2017-10-02 13:58:00;"FN299";11188
"Prague";"London";2017-10-03 17:56:00;2017-10-03 20:26:00;"FN297";8799
"Vienna";"London";2017-10-03 15:37:00;2017-10-03 18:07:00;"FN367";14626
"Milan";"London";2017-10-03 13:29:00;2017-10-03 15:59:00;"FN373";9023
"London";"Prague";2017-10-03 14:35:00;2017-10-03 17:05:00;"FN277";1903
"Vienna";"Prague";2017-10-03 21:59:00;2017-10-04 00:29:00;"FN310";3126
"Milan";"Prague";2017-10-03 10:07:00;2017-10-03 12:37:00;"FN267";11574
"London";"Vienna";2017-10-03 06:52:00;2017-10-03 09:22:00;"FN338";2145
"Prague";"Vienna";2017-10-03 12:31:00;2017-10-03 15:01:00;"FN389";8196
"Milan";"Vienna";2017-10-03 18:18:00;2017-10-03 20:48:00;"FN343";2524
"London";"Milan";2017-10-03 20:45:00;2017-10-03 23:15:00;"FN356";17710
"Prague";"Milan";2017-10-03 08:16:00;2017-10-03 10:46:00;"FN363";6945
"Vienna";"Milan";2017-10-03 11:28:00;2017-10-03 13:58:00;"FN299";19332
"Prague";"London";2017-10-04 17:56:00;2017-10-04 20:26:00;"FN297";6105
"Vienna";"London";2017-10-04 15:37:00;2017-10-04 18:07:00;"FN367";8338
"Milan";"London";2017-10-04 13:29:00;2017-10-04 15:59:00;"FN373";19838
"London";"Prague";2017-10-04 14:35:00;2017-10-04 17:05:00;"FN277";2902
"Vienna";"Prague";2017-10-04 21:59:00;2017-10-05 00:29:00;"FN310";6721
"Milan";"Prague";2017-10-04 10:07:00;2017-10-04 12:37:00;"FN267";4318
"London";"Vienna";2017-10-04 06:52:00;2017-10-04 09:22:00;"FN338";6803
"Prague";"Vienna";2017-10-04 12:31:00;2017-10-04 15:01:00;"FN389";16316
"Milan";"Vienna";2017-10-04 18:18:00;2017-10-04 20:48:00;"FN343";7867
"London";"Milan";2017-10-04 20:45:00;2017-10-04 23:15:00;"FN356";10524
"Prague";"Milan";2017-10-04 08:16:00;2017-10-04 10:46:00;"FN363";7818
"Vienna";"Milan";2017-10-04 11:28:00;2017-10-04 13:58:00;"FN299";16207
"Prague";"London";2017-10-05 17:56:00;2017-10-05 20:26:00;"FN297";1646
"Vienna";"London";2017-10-05 15:37:00;2017-10-05 18:07:00;"FN367";3780
"Milan";"London";2017-10-05 13:29:00;2017-10-05 15:59:00;"FN373";4849
"London";"Prague";2017-10-05 14:35:00;2017-10-05 17:05:00;"FN277";8509
"Vienna";"Prague";2017-10-05 21:59:00;2017-10-06 00:29:00;"FN310";9224
"Milan";"Prague";2017-10-05 10:07:00;2017-10-05 12:37:00;"FN267";2979
"London";"Vienna";2017-10-05 06:52:00;2017-10-05 09:22:00;"FN338";13603
"Prague";"Vienna";2017-10-05 12:31:00;2017-10-05 15:01:00;"FN389";2978
"Milan";"Vienna";2017-10-05 18:18:00;2017-10-05 20:48:00;"FN343";3420
"London";"Milan";2017-10-05 20:45:00;2017-10-05 23:15:00;"FN356";7703
"Prague";"Milan";2017-10-05 08:16:00;2017-10-05 10:46:00;"FN363";7689
"Vienna";"Milan";2017-10-05 11:28:00;2017-10-05 13:58:00;"FN299";2797
"Prague";"London";2017-10-06 17:56:00;2017-10-06 20:26:00;"FN297";1665
"Vienna";"London";2017-10-06 15:37:00;2017-10-06 18:07:00;"FN367";3907
"Milan";"London";2017-10-06 13:29:00;2017-10-06 15:59:00;"FN373";13588
"London";"Prague";2017-10-06 14:35:00;2017-10-06 17:05:00;"FN277";2771
"Vienna";"Prague";2017-10-06 21:59:00;2017-10-07 00:29:00;"FN310";9714
"Milan";"Prague";2017-10-06 10:07:00;2017-10-06 12:37:00;"FN267";9209
"London";"Vienna";2017-10-06 06:52:00;2017-10-06 09:22:00;"FN338";1429
"Prague";"Vienna";2017-10-06 12:31:00;2017-10-06 15:01:00;"FN389";8028
"Milan";"Vienna";2017-10-06 18:18:00;2017-10-06 20:48:00;"FN343";18757
"London";"Milan";2017-10-06 20:45:00;2017-10-06 23:15:00;"FN356";22580
"Prague";"Milan";2017-10-06 08:16:00;2017-10-06 10:46:00;"FN363";9596
"Vienna";"Milan";2017-10-06 11:28:00;2017-10-06 13:58:00;"FN299";14483
"Prague";"London";2017-10-07 17:56:00;2017-10-07 20:26:00;"FN297";12515
"Vienna";"London";2017-10-07 15:37:00;2017-10-07 18:07:00;"FN367";16034
"Milan";"London";2017-10-07 13:29:00;2017-10-07 15:59:00;"FN373";1509
"London";"Prague";2017-10-07 14:35:00;2017-10-07 17:05:00;"FN277";5294
"Vienna";"Prague";2017-10-07 21:59:00;2017-10-08 00:29:00;"FN310";4058
"Milan";"Prague";2017-10-07 10:07:00;2017-10-07 12:37:00;"FN267";7816
"London";"Vienna";2017-10-07 06:52:00;2017-10-07 09:22:00;"FN338";1665
"Prague";"Vienna";2017-10-07 12:31:00;2017-10-07 15:01:00;"FN389";10916
"Milan";"Vienna";2017-10-07 18:18:00;2017-10-07 20:48:00;"FN343";9682
"London";"Milan";2017-10-07 20:45:00;2017-10-07 23:15:00;"FN356";13810
"Prague";"Milan";2017-10-07 08:16:00;2017-10-07 10:46:00;"FN363";16758
"Vienna";"Milan";2017-10-07 11:28:00;2017-10-07 13:58:00;"FN299";17526
"Prague";"London";2017-10-08 17:56:00;2017-10-08 20:26:00;"FN297";8143
"Vienna";"London";2017-10-08 15:37:00;2017-10-08 18:07:00;"FN367";7738
"Milan";"London";2017-10-08 13:29:00;2017-10-08 15:59:00;"FN373";13991
"London";"Prague";2017-10-08 14:35:00;2017-10-08 17:05:00;"FN277";12353
"Vienna";"Prague";2017-10-08 21:59:00;2017-10-09 00:29:00;"FN310";2786
"Milan";"Prague";2017-10-08 10:07:00;2017-10-08 12:37:00;"FN267";15966
"London";"Vienna";2017-10-08 06:52:00;2017-10-08 09:22:00;"FN338";2746
"Prague";"Vienna";2017-10-08 12:31:00;2017-10-08 15:01:00;"FN389";8262
"Milan";"Vienna";2017-10-08 18:18:00;2017-10-08 20:48:00;"FN343";8283
"London";"Milan";2017-10-08 20:45:00;2017-10-08 23:15:00;"FN356";3428
"Prague";"Milan";2017-10-08 08:16:00;2017-10-08 10:46:00;"FN363";4978
"Vienna";"Milan";2017-10-08 11:28:00;2017-10-08 13:58:00;"FN299";8998
"Prague";"London";2017-10-09 17:56:00;2017-10-09 20:26:00;"FN297";14582
"Vienna";"London";2017-10-09 15:37:00;2017-10-09 18:07:00;"FN367";4706
"Milan";"London";2017-10-09 13:29:00;2017-10-09 15:59:00;"FN373";13131
"London";"Prague";2017-10-09 14:35:00;2017-10-09 17:05:00;"FN277";11869
"Vienna";"Prague";2017-10-09 21:59:00;2017-10-10 00:29:00;"FN310";7327
"Milan";"Prague";2017-10-09 10:07:00;2017-10-09 12:37:00;"FN267";13434
"London";"Vienna";2017-10-09 06:52:00;2017-10-09 09:22:00;"FN338";11120
"Prague";"Vienna";2017-10-09 12:31:00;2017-10-09 15:01:00;"FN389";25214
"Milan";"Vienna";2017-10-09 18:18:00;2017-10-09 20:48:00;"FN343";4769
"London";"Milan";2017-10-09 20:45:00;2017-10-09 23:15:00;"FN356";2013
"Prague";"Milan";2017-10-09 08:16:00;2017-10-09 10:46:00;"FN363";10168
"Vienna";"Milan";2017-10-09 11:28:00;2017-10-09 13:58:00;"FN299";5007
"Prague";"London";2017-10-10 17:56:00;2017-10-10 20:26:00;"FN297";7041
"Vienna";"London";2017-10-10 15:37:00;2017-10-10 18:07:00;"FN367";7249
"Milan";"London";2017-10-10 13:29:00;2017-10-10 15:59:00;"FN373";14910
"London";"Prague";2017-10-10 14:35:00;2017-10-10 17:05:00;"FN277";6941
"Vienna";"Prague";2017-10-10 21:59:00;2017-10-11 00:29:00;"FN310";12825
"Milan";"Prague";2017-10-10 10:07:00;2017-10-10 12:37:00;"FN267";11809
"London";"Vienna";2017-10-10 06:52:00;2017-10-10 09:22:00;"FN338";10927
"Prague";"Vienna";2017-10-10 12:31:00;2017-10-10 15:01:00;"FN389";5241
"Milan";"Vienna";2017-10-10 18:18:00;2017-10-10 20:48:00;"FN343";8766
"London";"Milan";2017-10-10 20:45:00;2017-10-10 23:15:00;"FN356";14784
"Prague";"Milan";2017-10-10 08:16:00;2017-10-10 10:46:00;"FN363";4321
"Vienna";"Milan";2017-10-10 11:28:00;2017-10-10 13:58:00;"FN299";5269
"Prague";"London";2017-10-11 17:56:00;2017-10-11 20:26:00;"FN297";8163
"Vienna";"London";2017-10-11 15:37:00;2017-10-11 18:07:00;"FN367";10324
"Milan";"London";2017-10-11 13:29:00;2017-10-11 15:59:00;"FN373";6289
"London";"Prague";2017-10-11 14:35:00;2017-10-11 17:05:00;"FN277";8272
"Vienna";"Prague";2017-10-11 21:59:00;2017-10-12 00:29:00;"FN310";7649
"Milan";"Prague";2017-10-11 10:07:00;2017-10-11 12:37:00;"FN267";19362
"London";"Vienna";2017-10-11 06:52:00;2017-10-11 09:22:00;"FN338";5878
"Prague";"Vienna";2017-10-11 12:31:00;2017-10-11 15:01:00;"FN389";4095
"Milan";"Vienna";2017-10-11 18:18:00;2017-10-11 20:48:00;"FN343";4133
"London";"Milan";2017-10-11 20:45:00;2017-10-11 23:15:00;"FN356";7899
"Prague";"Milan";2017-10-11 08:16:00;2017-10-11 10:46:00;"FN363";6223
"Vienna";"Milan";2017-10-11 11:28:00;2017-10-11 13:58:00;"FN299";12091
"Prague";"London";2017-10-12 17:56:00;2017-10-12 20:26:00;"FN297";14069
"Vienna";"London";2017-10-12 15:37:00;2017-10-12 18:07:00;"FN367";5613
"Milan";"London";2017-10-12 13:29:00;2017-10-12 15:59:00;"FN373";5271
"London";"Prague";2017-10-12 14:35:00;2017-10-12 17:05:00;"FN277";4034
"Vienna";"Prague";2017-10-12 21:59:00;2017-10-13 00:29:00;"FN310";5633
"Milan";"Prague";2017-10-12 10:07:00;2017-10-12 12:37:00;"FN267";8949
"London";"Vienna";2017-10-12 06:52:00;2017-10-12 09:22:00;"FN338";7932
"Prague";"Vienna";2017-10-12 12:31:00;2017-10-12 15:01:00;"FN389";5356
"Milan";"Vienna";2017-10-12 18:18:00;2017-10-12 20:48:00;"FN343";6528
"London";"Milan";2017-10-12 20:45:00;2017-10-12 23:15:00;"FN356";10422
"Prague";"Milan";2017-10-12 08:16:00;2017-10-12 10:46:00;"FN363";4911
"Vienna";"Milan";2017-10-12 11:28:00;2017-10-12 13:58:00;"FN299";3700
"Prague";"London";2017-10-13 17:56:00;2017-10-13 20:26:00;"FN297";10556
"Vienna";"London";2017-10-13 15:37:00;2017-10-13 18:07:00;"FN367";10007
"Milan";"London";2017-10-13 13:29:00;2017-10-13 15:59:00;"FN373";13843
"London";"Prague";2017-10-13 14:35:00;2017-10-13 17:05:00;"FN277";10684
"Vienna";"Prague";2017-10-13 21:59:00;2017-10-14 00:29:00;"FN310";4179
"Milan";"Prague";2017-10-13 10:07:00;2017-10-13 12:37:00;"FN267";4228
"London";"Vienna";2017-10-13 06:52:00;2017-10-13 09:22:00;"FN338";12045
"Prague";"Vienna";2017-10-13 12:31:00;2017-10-13 15:01:00;"FN389";15454
"Milan";"Vienna";2017-10-13 18:18:00;2017-10-13 20:48:00;"FN343";9963
"London";"Milan";2017-10-13 20:45:00;2017-10-13 23:15:00;"FN356";13774
"Prague";"Milan";2017-10-13 08:16:00;2017-10-13 10:46:00;"FN363";11135
"Vienna";"Milan";2017-10-13 11:28:00;2017-10-13 13:58:00;"FN299";8129
"Prague";"London";2017-10-14 17:56:00;2017-10-14 20:26:00;"FN297";6578
"Vienna";"London";2017-10-14 15:37:00;2017-10-14 18:07:00;"FN367";11886
"Milan";"London";2017-10-14 13:29:00;2017-10-14 15:59:00;"FN373";12324
"London";"Prague";2017-10-14 14:35:00;2017-10-14 17:05:00;"FN277";19821
"Vienna";"Prague";2017-10-14 21:59:00;2017-10-15 00:29:00;"FN310";13964
"Milan";"Prague";2017-10-14 10:07:00;2017-10-14 12:37:00;"FN267";3955
"London";"Vienna";2017-10-14 06:52:00;2017-10-14 09:22:00;"FN338";8697
"Prague";"Vienna";2017-10-14 12:31:00;2017-10-14 15:01:00;"FN389";11286
"Milan";"Vienna";2017-10-14 18:18:00;2017-10-14 20:48:00;"FN343";7539
"London";"Milan";2017-10-14 20:45:00;2017-10-14 23:15:00;"FN356";2736
"Prague";"Milan";2017-10-14 08:16:00;2017-10-14 10:46:00;"FN363";16035
"Vienna";"Milan";2017-10-14 11:28:00;2017-10-14 13:58:00;"FN299";5635
"Prague";"London";2017-10-15 17:56:00;2017-10-15 20:26:00;"FN297";9146
"Vienna";"London";2017-10-15 15:37:00;2017-10-15 18:07:00;"FN367";4987
"Milan";"London";2017-10-15 13:29:00;2017-10-15 15:59:00;"FN373";12140
"London";"Prague";2017-10-15 14:35:00;2017-10-15 17:05:00;"FN277";3829
"Vienna";"Prague";2017-10-15 21:59:00;2017-10-16 00:29:00;"FN310";8014
"Milan";"Prague";2017-10-15 10:07:00;2017-10-15 12:37:00;"FN267";2770
"London";"Vienna";2017-10-15 06:52:00;2017-10-15 09:22:00;"FN338";3736
"Prague";"Vienna";2017-10-15 12:31:00;2017-10-15 15:01:00;"FN389";10662
"Milan";"Vienna";2017-10-15 18:18:00;2017-10-15 20:48:00;"FN343";6932
"London";"Milan";2017-10-15 20:45:00;2017-10-15 23:15:00;"FN356";6189
"Prague";"Milan";2017-10-15 08:16:00;2017-10-15 10:46:00;"FN363";9143
